搜索组件：快速构建搜索框,搜索组件：快速构建搜索框
回车搜索,回车搜索
OffCanvas组件：侧边栏弹出窗,OffCanvas组件：侧边栏弹出窗
排序组件：快速构建排序按钮,排序组件：快速构建排序按钮
排序点击时请求的地址,排序点击时请求的地址
"结构说明：参数名=>映射的字段:排序方法 英文逗号隔开每个排序","结构说明：参数名=>映射的字段:排序方法 英文逗号隔开每个排序"
控制器获取对应sorter可以获取这些排序字段,控制器获取对应sorter可以获取这些排序字段
排序器属性sorter不能为空，示例：%{1},排序器属性sorter不能为空，示例：%{1}
组件库,组件库
"加载组件列表失败: %{1}","加载组件列表失败: %{1}"
请指定组件类名,请指定组件类名
组件不存在,组件不存在
组件详情,组件详情
"加载组件详情失败: %{1}","加载组件详情失败: %{1}"
仅支持AJAX请求,仅支持AJAX请求
请求成功！,请求成功！
请求失败！,请求失败！
"DEBUG模式：初始化错误,请检查表单是否正确!block【Weline\Component\Block\OffCanvas】指定提交form表单未找到：%{1}","DEBUG模式：初始化错误,请检查表单是否正确!block【Weline\Component\Block\OffCanvas】指定提交form表单未找到：%{1}"
"DEBUG模式：保存出错！请检查表单是否正确!block【Weline\Component\Block\OffCanvas】指定提交form表单未找到：%{1}","DEBUG模式：保存出错！请检查表单是否正确!block【Weline\Component\Block\OffCanvas】指定提交form表单未找到：%{1}"
清空条件,清空条件
总组件数,总组件数
当前显示,当前显示
模块数,模块数
分类数,分类数
快速搜索,快速搜索
输入组件名、模块名、分类...,输入组件名、模块名、分类...
模块筛选,模块筛选
全部模块,全部模块
分类筛选,分类筛选
全部分类,全部分类
应用筛选,应用筛选
重置,重置
共找到,共找到
个组件,个组件
暂无组件信息,暂无组件信息
"系统中还没有找到任何实现了 ComponentInterface 的组件。","系统中还没有找到任何实现了 ComponentInterface 的组件。"
组件名称,组件名称
模块,模块
分类,分类
命名空间,命名空间
操作,操作
其他,其他
查看详情,查看详情
详情,详情
加载详情失败,加载详情失败
暂无文档,暂无文档
完整类名,完整类名
使用文档,使用文档
警告提示！,警告提示！
倒计时关闭页面...,倒计时关闭页面...
页面将在,页面将在
秒后关闭,秒后关闭
成功提示！,成功提示！
